Title,Content,Date,Score,Username,Location,Contribution,Travel with,Review of
Fantastic food and perfect guide!,"A very nice tour through the old Town of Hanoi with our guide Minh, who was the perfect company for the day. He was friendly, knowledgeable and very nice and took us to 9 different, fantastic street food places. The food was so good! Highly recommendable tour if you are visiting Hanoi.","November 5, 2023",5.0,Siv Kjersti N,,2,Friends,Hanoi Street Food Tour with local delicacies
The PERFECT experience!,"There are not enough stars for this! It was absolutely incredible! The perfect mix of food, culture, history, humor, and fun! Minh is so knowledgeable, funny (in the best sarcastic way) and personable. He took us to places we never would have gone on our own, and got us some of the tastiest food I’ve ever had! It was the perfect introduction to Vietnam!","November 3, 2023",5.0,Reyna M,,17,,Hanoi Street Food Tour with local delicacies
Excellent food tour of Hanoi,"The walking food tour was an amazing way to discover traditional Vietnamese food. From the weird and wonderful to the down right delicious. I would recommend this tour to anyone. Our tour guide Mint was fantastic! Funny, knowledgable and always catering to how adventurous we wanted to be. 10/10.","November 3, 2023",5.0,Joseph D,,1,Solo,Hanoi Street Food Tour with local delicacies
As street as it gets,"An absolutely amazing experience, with a point of view only a local can share! Our guide Minh took us on his personally curated tour, and his intimate knowledge of the city and its steeet food has made it a highlight of our trip. A must-do if you want an introduction to not just food in Hanoi, but it's secrets too!","November 1, 2023",5.0,Geo P,,17,,Hanoi Street Food Tour with local delicacies
Hanoi night food tour,Jack and Khai were great on this food and sightseeing tour! They provided us with a lot of history and insight in not only the history and food but also the culture! One of our favourite banh mi we had on the whole trip was the roast duck one! Would reccomed doing this tour as you get a little bit of everything!,"October 31, 2023",5.0,Nicole O,,7,Couples,Hanoi Sightseeing And Food Tour By Scooter
Nice experience!,"Minh Do showed us the local food in Hanoi. He was very friendly and it was à very good tour to taste the local food and see the city (and know more about it). Thank you, Minh Do!","October 31, 2023",5.0,Cruiser08233001019,,2,Solo,Hanoi Street Food Tour with local delicacies
Excellent Tour - Don’t Miss It,"Great food tour with plenty to eat. I enjoyed all of the foods that we tried. My favorites were the Mixed Pho with chicken, the summer rolls and the Banh Mi. We had two deserts -chocolate buns and a choice of ice cream and both were excellent. In all we had five dishes, two deserts and two drinks. Our tour guide Minh was very friendly and made sure everyone had a good time and was happy with each dish. I highly recommended this tour.","October 30, 2023",5.0,FirstTime2011,"Benicia, CA",49,Solo,Hanoi Street Food Tour with local delicacies
"Amazimg guide, amazing food, amazing tour overall!","We had planned this tour for our first evening in Hanoi to discover what we would like and what we wouldn't during the rest of our trip.
              
              This was by far the best decision we took !
              
              Thanks to Candy, not only did we have an amazing culinary evening, we also discovered  a lot culture-wise as she shared with us a lot of interesting pieces of trivia regarding each place we went to!
              
              The food she recommended was to die for, and we will definitely go back to many of the  street-food stalls she took us to.
              
              If that wasn't enough, Candy made sure to send us afterward all the info about everything we did and ate for our convenience, while even adding some additional recommendations for us to try later on.
              
              Big thanks to you Candy for ab amazing tour.
              

              Aurore and Damien","October 29, 2023",5.0,Damien N,,4,,Hanoi Street Food Tour with local delicacies
Great tour guided by a local with deep knowledge of go-to places and flexibility to adjust to client's appetite.,"Small Intimate group tour bringing to you all the food highlights in Hanoi. We were guided by Minh, a local that grew up in Hanoi. Besides his outstanding expertise on the different types of typical Hanoi Streetfood, he was also able to adjust flexibly to the appetite of his clients, which displays deep understanding of all the go-to places.
              

              Besides this, Minh taught us a lot about the history of Hanoi and its inhabitants. We did the tour on the last day of our trip and still learned a lot we did not know before the tour.
              

              All in all, I would highly recommend this tour (preferably at the beginning of your stay as he also gives a lot of helpful tips and a list of restaurants to explore by youtself).","October 29, 2023",5.0,Glenno D,,3,Couples,Hanoi Street Food Tour with local delicacies
Old quarter Hanoi local street food & life lessons,"This was a really great experience, wonderful food but so much more.
              
              We were part of a small group of 6 all with different food likes which Minh our guide catered for & nothing was too much trouble.
              
              Minh took time to teach us about Vietnamese life & we learnt so much.
              
              I would thoroughly recommend taking this tour.","October 29, 2023",5.0,victoriamZ7735RL,,8,Couples,Hanoi Street Food Tour with local delicacies
"Delicious food, great company",We had a great time with Minh. He took us to some out of the way places with delicious  food. His personality was so vibrant and his knowledge of the surroundings was exceptional. We tried things we would have never known about. I would do it all over again.,"October 28, 2023",5.0,Road589882,,10,Couples,Hanoi Street Food Tour with local delicacies
Great way to experience Hanoi's amazing street food,"This was a fantastic way to experience the amazing Street food available in Hanoi. We tried some delicious food in places we never would have gone to on our own. It was a great way to try new foods and know that we're going to some of the best places for them. Our guide, Luke, was great, showing us the best spots and explaining the dishes.","October 28, 2023",4.0,Thomas Pickford,"London, UK",13,Couples,Hanoi Street Food Tour with local delicacies
Great food tour!,We had a great time with our guide Luke. He was very considerate and let us taste some amazing Vietnamese food. This really was the best way to start our holiday in Vietnam.,"October 28, 2023",5.0,Stef D,,2,Friends,
Food Tour,Thank you so much Minh! It was a lovely tour and no problem at all that I was vegetarian! Minh gave us a lot of food recommendations and also some other good tipps for Hanoi! The group was really small and I got to know nice places in old quarter!,"October 28, 2023",5.0,Carlotta S,,2,Solo,Hanoi Street Food Tour with local delicacies
Hanoi Food Tour Excellence,"Luke was an awesome tour guide and the food was amazing. We made it to 8 different restaurants to try 8 different dishes, Luke did a great job of controlling the portions so that I didn’t get too full and gave great tips on how to find family owned eateries in the Old Quarter.","October 27, 2023",5.0,Brock O,,3,Solo,Hanoi Street Food Tour with local delicacies
